question_id,student_answer,final_mark,Crtierion 1,Criterion 2,Criterion 3,Criterion 4,Criterion 5,Crtierion 1_num,Criterion 2_num,Criterion 3_num,Criterion 4_num,Criterion 5_num
s3_12,"def COUNT_ISLANDS(grid):       def IS_SAFE(grid, r, c, visited):           row = LEN(grid)           col = LEN(grid[0])           RETURN (0",1,1 - Incomplete Answer,0,0,0,0,1,0,0,0,0
s3_2,"GREEDY_BEST_FIRST_SEARCH(adj, names, tone, start_idx, exit_idx):       frontier = {start_idx}       discovered = {start_idx}       parent = [-1] * LEN(names)          WHILE frontier:           current = MIN(frontier, key=lambda node: tone[node])           frontier.REMOVE(current)              IF current==exit_idx:               path = []               WHILE current != -1:                   path.APPEND(names[current])                   current = parent[current]               path.REVERSE()               RETURN path              FOR neighbor IN adj[current]:               IF neighbor NOT IN discovered:                   discovered.ADD(neighbor)                   parent[neighbor] = current                   frontier.ADD(neighbor)          RETURN NONE",2,0-Understands but missing clarity,1-Mostly correct minor mistakes,0- inefficiencies,1-Some coverage,0-unclear output,0,1,0,1,0
s3_3,"MINIMUM_TIME(N, M, grid, start_x, start_y, crystal_x, crystal_y):       heuristic(x,y):         RETURN ABS(x-crystal_x)+ABS(y-crystal_y)             cost_map={'.':1, 'T':3}       dist = [[float('inf')] * M FOR i IN RANGE(N)]       dist[start_x][start_y] = 0          frontier = [(heuristic(start_x,start_y), start_x, start_y)]       directions=[(-1,0),(1,0),(0,-1),(0,1)]          WHILE frontier:           f,x,y=HEAPQ.HEAPPOP(frontier)              IF (x,y) == (crystal_x,crystal_y):               PRINT(dist[crystal_x][crystal_y])               RETURN              FOR dx,dy IN DIRECTIONS:               nx,ny = x+dx, y+dy               IF 0",7,2 - Correctly identified,2 - With  minor issues,2,0 - No visited handling,1 - Lacking charity,2,2,2,0,1
s3_4,"BUILD_GRAPH(N, edges):       adj = [[] FOR _ IN RANGE(N)]       FOR u, v IN edges:           adj[u].APPEND(v)           adj[v].APPEND(u)       RETURN adj      CONFLICTS_WITH(u, slot_u, adj, assign):       FOR v IN adj[u]:           IF assign[v] == slot_u:               RETURN True       RETURN False      PICK_SLOT_FOR_CLASS(u, S, adj, assign, fixed):       IF u IN fixed:           RETURN fixed[u]                 FOR slot IN range(S):           IF NOT CONFLICTS_WITH(u, slot, adj, assign):               RETURN slot      SOLVE(N, S, edges, fixed_pairs):       adj = build_graph(N, edges)       fixed = {x: k FOR x, k IN fixed_pairs}             assign = [-1]*N       FOR u, slot IN fixed.items():           assign[u]=slot                 FOR u IN range(N):           IF assign[u]== -1:               assign[u] = PICK_SLOT_FOR_CLASS(u,S,adj,assign,fixed)                     RETURN assign",6,1.5 - assign N classes with slot per class. Fixed classes assigned first via a fixed dict.,0 -No local search / hill-climbing / iterative improvement mentioned.,"2 - Builds adjacency list correctly.Greedy assignment,but CONFLICTS_WITH is incomplete",1.5 - Fixed classes remain in their slots.Aims to avoid conflicts.,0 - Doesn’t state printing a0 a1 ... a(N−1),1,0,2,1,0
s3_5,"function       grid, start, goal, portals",0.5,0-wrong algorithm,0-no meaningful rules,0-no ring tracking,0-no reconstruction,0-incorrect output,0,0,0,0,0
s3_7,start      input n   i = 0   price = []      while(i < n)     input m     price.add(m)     i++      price_new = copy(price)   price_new.sort()      run a for loop and take difference store the difference in a diff list                    while(True):                             if len(diff) == 0:                             break           index_min = diff.index(min(diff))           price1 = price_new[index_min]           price2 = price_new[index_min+1]                     year_price1 = price.index(price1)           year_price2 = price.index(price2)                     if price1 > price2 :                             if year_price1 < year_price2:                                     print(min(diff))                                 else:                                     min_diff = min(diff)                                     diff.remove(min_diff)                                     continue                     else :                             if year_price2 < year_price1:                                     print(min(diff))                                           else:                                     min_diff = min(diff)                                     diff.remove(min_diff)                                     continue,6,"2-sort prices, compute adjacent gaps, and use original indices to ensure a valid buy-before-sell trade.","1-Uses repeated min(diff), diff.index(), diff.remove(), and price.index() inside a loop",1-removing from diff makes this handling unreliable.,2-Very clear and prints an integer.,,2,1,1,2,0
s3_9,start      input n      for i in range(n):,0,0,0,0,0,,0,0,0,0,0
s3_2,"def gbfs_path(adj, names, tone, startidx, exit_idx):          n = len(names)          parent = [-1] * n          discovered = [False] * n          heap = []                 heapq.heappush(heap, (tone[startidx], names[startidx], startidx, -1))                   while heap:              currenttone, currentname, u, parent_u = heapq.heappop(heap)              if discovered[u]:                  continue              discovered[u] = True              parent[u] = parent_u              if u == exit_idx:                  break              for v in adj[u]:                  if not discovered[v]:                      heapq.heappush(heap, (tone[v], names[v], v, u))                   if parent[exit_idx] == -1 and startidx != exit_idx:              return None          # Reconstruct the path          path = []          current = exit_idx          while current != -1:              path.add(names[current])              current = parent[current]          reverse the path          return path                   return None",7,1-Explicit PQ logic,3,1-Efficient heap usage,2,0-Missing clear output,1,3,1,2,0
s3_5,"def solve_one(grid_lines, K):             #identifying the rows ,start, goal , portal_to       rows, start, goal, portal_to = parse_grid(grid_lines)         #when the start is the goal ,edge case       if start == goal:                     return 0, "" "" , 0             queue = deque([start])             visited = set()             visited.add(start)             max_y = len(rows)             max_x = len(rows[0])             parent = { start : None}       p_open = False             directions = ['U', 'D', 'L', 'R']             while queue:                     neighbours = []                     current = queue.popleft()                               for dir in directions:               y, x = current                             if dir == 'U' :                   y = y - 1                                     if y < 0:                       y = y + 1                       continue               elif dir == 'D':                   y = y + 1                                     if y > max_y-1:                                             y = y -1                                             continue                             elif dir == 'L':                                     x = x - 1                                     if x < 0:                       x = x + 1                       continue               elif dir == 'R':                                     x = x + 1                                     if x > max_x-1:                                             x = x - 1                                             continue                                               cell = rows[y][x]                             cell_type = can_enter(cell, K, p_open)                             if cell_type == True:                   neighbours.append((x,y))                                                           for neighbour in neighbours:                             if neighbour not in visited:                                     #print(neighbour)                      queue.append(neighbour)                   visited.add((neighbour))                                         parent[neighbour] = [current, dir]                                         if neighbour == goal :                                                 turns = []                       move_no = 0                                                 at = parent[neighbour]                       while at is not None:                           move_no = move_no + 1                           turns.append(at[1])                           at = parent[at[0]]                                                 return move_no, turns, 0                             return -1, -1, -1      Input put the grid to the function      finding the start , goal and portals.      make a function that can identify the type of the cell, whether it is a hash, dot , portal   or gate .      Then implement the BFS for grids.   so take a queue and insert the start cordinates of the grid first.      then using the directions try to identify the neighbouring cells that's possible to visit.   TO know whether those cells can be visited or not use a function to identify the type of the cell      Once the neighbouring cells are in the list.   add them to the queue if not visited before.   and using the parent adjcent list keep the track of the visits. Modify the parent   list to keep records of the moves as well.      then like in BFS shortest path. once the goal equals a neighbour we are trying to visit   .reconstruct the path with the turns and the number of moves. With the number of levels.",9,1.5,3,2,1-reconstructs but no lex enforcement,1,1,3,2,1,1
s3_1,Start:   get the input as arr   sort the arr   ascending_L,1,1- Only the sorting logic is done,0,0,0,,1,0,0,0,0
s3_8,Start   Get the inputs as m and arr   for i as 0-len(arr)     for j as i+1-len(arr)     total,1,"1 - Incomplete brute force idea, no complement map logic and no full condition shown",0 - Implies nested loops so it is inefficient,0 - No trip loop or duplicate handling shown,0 - Output details are missing,,1,0,0,0,0
s3_10,"Start:     define a list as dist to store the distance between each node and the source     dist[source] = 0     define priority queue pq = {distance , node }   repeat:     pop the top element     new d = dist[u] + weight[u][v]     if d < dist[v]:         dist[v] = d   until all nodes are visited      output the dist list   print dist[g]   End:",6,4 - Shows correct relaxation with dist[] update and priority-queue pop idea,0 - Graph representation and duplicate-edge minimum handling are not mentioned.,1 - Does not state returning -1 if goal is unreachable or handling start==goal.,"1 - Clear steps, but output requirements are incomplete",,4,0,1,1,0
s3_11,"Start:     add all the indexes of zombies to a queue   repeat:     check whether there is a human in every directions     if there is any, then turn them to a zombie and add them to the queue     increment the time   until the queue is empty",6,2 - Multi source BFS clear,2 - Spread ok time unclear,1 - Directions said no bounds or walls,1 - No -1 or 0 humans case,0 - No return/output,2,2,1,1,0
s3_12,Start:   function isSafe():     check whether the give cell is within the row range aand column range     also check if the cell is a land and not visited      function CountIslands:     define a visited matrix with false values     get the number of rows and columns     for each cell in grid:     if the cell is L and not visited and isSafe()       check all the 8 directions for Lands which are safe       repeat the process (dfs)       increment island count     return island count   End:,4,1 - Not clearly implimented,1 - Major logical details are missing,1 - Avoiding visited cells are missing,0 - No explicit handling,1 -Lack of clarity,1,1,1,0,1
s3_2,Start:     Get the input edges into a 2d array     start from the starting name     iterate through all the neighbours and find the minimum tone     current = index of the minimum tone     add the next choosen neigbour to discovered     repeat the process for the minimum tone's neighbours also     terminate the while loop when next_name  == exit_idx     return the discovered set   End:,3,1-Understands PQ algorithm,1-Missing lexicographic tie-break,0- inefficiencies,1-Some edge case coverage,0-unclear output,1,1,0,1,0
s3_3,"Start:   define function manhattan(x1,y1,x2,y2):           return abs(x1-x2) + abs(y1-y2)   define  function solve(N, M, grid, start_x, start_y, crystal_x, crystal_y):           priority queue = empty         insert(heuristic goal , o , start_x,start_y)         define a visited empty set         loop through pq:               extract the min from pq               consider x,y coordinates and compare with the goal                       if x,y == goal then print the minimum time                       else if x,y is visited continue               then check all the possible direction and get the lowest possible cost by a for loop               insert it into the pq            print the -1 if no path available",6,2 - Correctly identified,"1 - No direct cost handling, PQ logic is unclear",1 - Not explicit implementation,1,1 - Lacking charity,2,1,1,1,1
s3_6,"START 	get the grid in to a matrix 	have a list for possible directions , DIRS = [(-1, 0, 'N'), (1, 0, 'S'), (0, -1, 'W'), (0, 1, 'E')]        FOR LOOP to go through all the cells 	cell = grid[x][y] 	create a dictionary called portal_disct to update all the cell coordinations which contains a digit. {1:[(x1,y1),(x2,y2)], .... } in this format 	create a list called rune_letters and store all the simple letters. 	if the cell is a capital letter except E, A, O: add the simple of it to the runes_letter       END FOR LOOP.        FOR LOOP to map rune letters with bit positions 	for letters in runes_letters : update the rune_to_bit dictionary. {r:1,s:2,v:4.....} like this 	       END FOR LOOP          FOR LOOP to map mirror coordinations 	get (x1,y1), (x2,y2) from portal_disct.items() 	portal_to = {(x1,y1) : (x2,y2)} here (x1,y1) is the corresponding coordination to (x2,y2)	       END FOR LOOP 	       DEFINE a can_enter function: 	if cell is a floor or start_pos or Goal or t or simple letter: 		return True 	if cell is an uppercase letter and not O , check whether the corresponding simple letter is in the runes_to_bit, if so: 		return True 	if cell is O, check is the gate is open by o_open, if so,: 		return True       END FUNCTION  	define dictionaries for store the state, parent 	define a deque and add the starting state    WHILE LOOP 	while deque is not empty: 	have the r,c,runeBit and open        FOR LOOP (all directions) 	nr = r + dx, nc = c + dy 	if new nr and nc is not valid or cannot enter : continue 	cell = grid[nr][nc] 	if cell is simple letter: assign new_runes = runes_to_bit[cell] 	if cell is t :assign  new_o_open = !o_open 	if cell is a digit : assign new directions (nr, nc) = portal_to[nr,nc] 	now the new_state is complete 	update the rings according to that: 	if d + 1 < K:  rings[d + 1] += 1 	if new_state is not in dist: add its original state to parent and append it to the queue        END FOR LOOP  	if cell = ""A"" : goal is found 	print the path    END WHILE LOOP  	if the goal is not found: print(-) END",6.5,"1.5 - BFS with state (r,c,runeBit,o_open) clearly understood","2 - Covers most mechanics, but key handling wrong (overwrites bitmask instead of OR), door check phrased incorrectly","1 - Rings updated per depth, but no clear layer distance d / may stop early at goal","1 - Parent + DIRS given, but lexicographic guarantee not clearly stated with reconstruction","0.5 - Says print path / '-' if not found, but 3-line output not fully specified",1,2,1,1,0
s3_8,TAKE M AND ARR AS INPUTS     -LOOP THROUGH ARR       -LOOP THROUGH FROM CURRENT VALUE         - IF M EQUALS TO BOTH VALUES         - RETURN THE INDEX OF BOTH VALUES,3,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),1 - Suggests starting from current value so indices are distinct but trips and duplicates are not handled,0 - Indexing style and output format are not given,,2,0,1,0,0
s3_1,"FUNCTION rearrangeWorkshop(arr):          n ← length of arr          visited ← array of n elements initialized to FALSE          // Pair each element with its original index          pos ← list of (value, original_index) for each element in arr          // Sort pos by value          SORT pos by value in ascending order          swaps ← 0          FOR i FROM 0 TO n - 1:              IF visited[i] is TRUE OR pos[i].original_index == i:                  CONTINUE              cycle_size ← 0              j ← i              // Follow the cycle of misplaced elements              WHILE visited[j] is FALSE:                  visited[j] ← TRUE                  j ← pos[j].original_index                  cycle_size ← cycle_size + 1              IF cycle_size > 1:                  swaps ← swaps + (cycle_size - 1)          RETURN swaps",9,3 - Not trying the descending order.,2,2,2,,3,2,2,2,0
s3_10,"Function FindMincostPath(n,m, edges, satrt, goal):           convert start and goal to 0 -based indexes           create the adjacency list as a map           for u,v,w in edges:               convert u, v to 0 indexed               if edge(u,v) not in adj or weight < existing weight :                     adj[u][v] = weight                     adj[v][u] = weight           create a distance array with the size of n with inf value           dist[start] = 0           crate a min-priority queue           Add (0, start)  to pq                     while pq:               cost_u , u = pq.pop_min()               if u == goal:                   return cost_u               for neg v of u in adj[u]:                     weight = adj[u][v]                     if dist[v] > dist[u] + weight :                         dist[v] = dist[u] + weight                         pq.push((dist[v],v))           if not dist[goal] == INF:               return dist[goal]           else:               return -1",10,"4 - Correct UCS/Dijkstra with min-heap, proper dist initialization, relaxation, and early goal return.","2 - States keeping the smallest duplicate edge, and implies an adjacency list by iterating neighbors.","2 - Correctly terminates by returning when goal is reached and returns -1 if the queue empties, and start==goal is handled by the first pop goal check.",2- Overall flow is clear,,4,2,2,2,0
s3_11,"Functions min_hours_to_infect_all(n, m, grid):       create the queue as q;       // create the visited cells as a set       visited = set()       // initialize the human count       human_count = 0       // initialize the time       time = 0       for each index_r in range(n):           for each index_c in range(m):               // check the current one is a zombi or not               if grid[index_r][index_c] == ""Z"":                   q.append((i,j, 0))               elif grid[i][j] == ""H"":                   // increment the human count                   human_count += 1             while q.size != 0:           row, col , t = q.pop(0)           // initialize the directions as given in the problem           dir = [[0, -1], [0, 1], [1, 0], [-1, 0]]           time = max(t, time)           for dr , dc in dir:               if row + dr in range(n) and col + dc in range(m) and (row+dr, col + dc) not in visited and grid[r+dr][c+dc] == ""H"":                   # grid[row+dr][col+dc] = ""Z""                   q.append((row+dr, col+dc, t +1))                   visited.add((row+dr, col+dc))                   // decrement the hu8man count                   human_count -= 1       // check the all humans are affected or not       if human_count == 0:           return time       else:           return -1",8,2 - Multi source BFS clear,2 - Spread ok but does not mark Z,2 - 4 dir bounds visited ok,1 - No 0 humans case typos,1 - Single int return,2,2,2,1,1
s3_12,"Function countIslands(grid):       Function isSafe(grid, r, c, visited):           row = len(grid)           col = len(grid[0])           return True if r and c in row and col range and grid[r][c] == ""L"" and visited[r][c] == False             Function dfs(grid, r, c, visited):                   // initialize the directions of the rows           rNbr = [-1, -1, -1, 0, 0, 1, 1, 1]           // initialize the directions of columns           cNbr = [-1,  0,  1, -1, 1, -1, 0, 1]           // create the stack for the dfs           stk = []           // add the satrting indexes           stk.append((r,c))                     while (stk.size  != 0):               r, c = stk.top() // get the top element               stk.pop() // remove the top element                             // search for each directions in the rows and columns               for each dr in rNbr:                   for each dc in cNbr:                       // check for safe                       if isSafe(grid, r+dr, c+dc, visited):                           stk.append((r+dr, c+dc))                           visited[r+dr][c+dc] = True                                         // get the grid dimensions       row = grid.size       col = grid.colomn.size()       // creating the visited tracker for check each cell is visited or not       visited = [[False for _ in range(col)] for _ in range(row)]       // island count       count = 0          # TODO: Traverse the grid and count islands       for each i in range(row):           for each  j in range(col):               if grid[i][j] == ""L"" and not visited[i][j]:                   dfs(grid, i, j , visited)                   count += 1                               return count",8,2,3 - With minor logic misses,1 - Issues with Issafe function,1,1 -Lack of clarity,2,3,1,1,1
s3_2,"FUNCTION GBFS(adj, names, tone, start_idx, exit_idx):           frontier = list()           discovered = set()           parent = list with -1 * length of the names // [-1]*len(names)              while frontier.size() != 0:                 find the minimum index as min_idx;                 curr_idx = frontier[min_idx]                 if curr_idx == exit_idx:                     return path                 for neg in adj[curr_idx]:                     if neg not in discovered:                     discovered.add(neg)                     parent[neg] = curr_idx                     frontier.append(neg)           return None",2,0-Understands but missing clarity,1-Mostly correct minor mistakes,0- inefficiencies,1-Some coverage,0-unclear output,0,1,0,1,0
s3_3,"FUNCTOIN  solve(N, M, grid, start_x, start_y, crystal_x, crystal_y):       #TODO       create the min heap as pq       add first state to the min heap // the initial state       create a set for keep track of visited coordinates as visited       add stat position to the visited set                   while pq.size() != 0:           t, x, y = pop least priority item from the heap pq           // check for the goal state           if (x, y) == (crystal_x, crystal_y):               print(t)              if (x, y) not in visited:               visited.add((x,y))                     # up, down, left, or right           dir = [[0, 1], [0, -1], [1, 0], [-1, 0]]                     for dr, dc in dir:               if 0",5,1 - Unclear identification,"1 - No direct cost handling, PQ logic is unclear",1 - Not explicit implementation,1,1 - Just output,1,1,1,1,1
s3_6,"FUNCTION SOLUTION(): 	grid = initialize the grid   	DIR - initialize the moving directions in N, W, S, E  	 	start_pos = none  	goal_pos = none  	rune_letters = set() 	protal_dict = dict() // dictionary   	for r in row_num: 		for c in col_num: 			//chech each cell and put in to the relevet palce  			cell = grid[r][c]                 	if cell == 'E':                     		start_pos = (r, c)                 	elif cell == 'A':                     		goal_pos = (r, c)                 	if cell.islower():                     		rune_letters.add(cell)                 	if cell.isupper() and cell not in ['E', 'A', 'O']:                     		rune_letters.add(cell.lower())                 	if cell.isdigit():                     		portals_dict[cell].append((r, c)) 	 	// Create mapping from rune letters to bit positions         rune_list = sorted(rune_letters)         rune_to_bit = {}         for idx, letter in enumerate(rune_list):             rune_to_bit[letter] = (1 << idx) 	// create a portal mapping  	portal_to = {}         for digit, cells in portals_dict.items():             if len(cells) == 2:                 a, b = cells                 portal_to[a] = b                 portal_to[b] = a  	// do bfs  	while q and not found:             state = q.popleft()             r, c, runes, o_open = state             d = dist[state]                          # Check if we reached the goal             if (r, c) == goal_pos:                 goal_state = state                 found = True                 break                          # Explore all neighbors in lexicographic order             for dr, dc, move in DIRS:                 nr = r + dr                 nc = c + dc                 if not (0 <= nr < H and 0 <= nc < W):                     continue                                  cell = grid[nr][nc]                 if not can_enter(cell, runes, o_open):                     continue                                  # Update state based on the cell we're entering                 new_runes = runes                 new_o_open = o_open                                                                    if cell in rune_letters:                     rune_to_bit[cell] = 1<< rune_to_bit[cell]                 if cell in portal_to:                     nr, nc = portal_to[nr], portal_to[nc]                                                                                                 new_state = (nr, nc, new_runes, new_o_open)                                  if new_state not in dist:                     dist[new_state] = d + 1                     parent[new_state] = (state, move)                     if d + 1 < K:                         rings[d + 1] += 1                     q.append(new_state) 	return shortest_dist, path, rings",5,"1 - BFS mentioned, but state mechanics not clearly correct","1 - Many transition bugs (DIR order wrong, rune update wrong, portal mapping used wrong, toggle/doors not handled)","1 - Rings update shown, but layer handling unclear and stops at goal","1 - Parent implied + neighbor order mentioned, but DIR order given as N,W,S,E and reconstruction not shown","0.5 - Returns values, but not exact 3-line print / unreachable handling missing",1,1,1,1,0
s3_7,for i in range(len(price)-1):                     purchased_price = price[i]                     for j in range(len(price) - (i+1) ):               losses =[]               if purchased_price > price[i +j]:                   loss = purchased_price - price[i+j]                   losses.append(loss)                   if loss < minloss:                     minloss =loss                                 return (minloss),2,0-The inner-loop indexing is wrong,0-Nested loops,0-Because the loop can compare invalid pairs,2-Very clear and prints an integer.,,0,0,0,2,0
s3_8,"for i in range(len(arr)-1):           item1 = arr[i]                     for j in range(len(arr) -i-1):               item2 = arr[j+i+1]               cost = item1+item2               if cost ==m:                 return (str(i+1) + "" ""+ str( i+j+2))",5,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),1 - Uses j = i+1 so indices are distinct but trips and duplicates are not handled,2 - Returns 1 based indices in ascending order as a string,,2,0,1,2,0
s3_10,"function findMinCostPath(n, m, edges, start, goal):           create a graph as a dictionary of dictionaries       for u,v,w in edges:           if v not in graph[u] or w < graph[u][v]:               graph[u][v] = w           if u not in graph[v]or w",9,"3 - Uses a min-heap and expands lowest-cost first with early goal return, but misses a dist[] relaxation check",2 - Efficient graph structure and explicitly keeps the minimum weight for duplicate edges in both directions.,"2 - Correctly terminates by returning when goal is reached and returns -1 if the queue empties, and start==goal is handled by the first pop goal check.",2- Overall flow is clear,,3,2,2,2,0
s3_11,"function min_hours_to_infect_all(n, m, grid):       queue = deque()       humans = 0       directions = [(0,1),(0,-1),(1,0),(-1,0)]       for i in  0 to n :           for j in 0 to m:               if grid[i][j] =='Z':                   queue.append((i,j,0))                                 elif  grid[i][j] =='H':                   humans +=1                         if humans ==0:           return 0                 visited = [[False for _ in range(m)] for _ in range(n)]             for i,j,_ in queue:           visited[i][j] = True                 max_time = 0             while queue and humans are greater than 0 :           x,y,time = queue.popleft()                     for dx,dy in directions:               nx,ny = x+dx,y+dy               if 0",5,2 - Multi source BFS clear,1 - Incomplete spread loop,1 - Has dirs visited bounds cut,1 - Has 0 humans only,0 - No return end,2,1,1,1,0
s3_3,"solve(N, M, grid, start_x, start_y, crystal_x, crystal_y):       directions =[(-1,0),(1,0),(0,-1),(0,-1)]       def heuristic(x,y):           return abs(x - crystal_x )+abs(y - crystal_y)                     open_set = []           heapq.heappush(open_set,( heuristic(start_x,start_y),0 ,start_x,start_y))           visited = {}           visited[(start_x,start_y)] = 0                   # g_scores = {(start_x,start_y):0}           #came_from ={}           while open_set:               current_f,current_g ,x,y =heapq.heappop(open_set)               if x ==crystal_x and y == crystal_y:                   return current_g               if current_g > g_scores.get((x,y),float('inf')):                   continue                             for dx,dy in directions:                   nx,ny = x+dx,y+dy                                     if 0",5,2 - Correctly identified,"1 - No direct cost handling, PQ logic is unclear",1 - Only using priority queues,0 - No visited handling,1 - Not handling unreachable,2,1,1,0,1
s3_5,"# Custom lexicographic order: U < D < L < R   DIRS = [(-1, 0, 'U'), (1, 0, 'D'), (0, -1, 'L'), (0, 1, 'R')]      def bit_for_key(ch: str) -> int:       return 1  bool:       if cell equals '#':           return False       if cell equals  'P':                    # gate depends on toggle state           return p_open       if cell.isupper():                  # door requires corresponding key           if cell in ('S', 'G', 'P'):               return True           return (keys_mask & bit_for_key(cell.lower())) != 0       return True      def parse_grid(lines):       rows = [list(line.rstrip('\n')) for line in lines]       H, W = len(rows), len(rows[0])       if any(len(r) != W for r in rows):           raise ValueError(""Inconsistent row widths"")       start = goal = None       portals = defaultdict(list)       for r in range(H):           for c in range(W):               ch = rows[r][c]               if ch equals 'S':                   start = (r, c)               elif ch equals  'G':                   goal = (r, c)               elif ch.isdigit():                   portals[ch].append((r, c))       portal_to = {}       for d, cells in portals.items():           if len(cells) != 2:               raise ValueError(f""Portal '{d}' must appear exactly twice (found {len(cells)})"")           a, b = cells           portal_to[a] = b           portal_to[b] = a       return rows, start, goal, portal_to      def solve_one(grid_lines, K):       rows, start, goal, portal_to =parse_grid(grid_lines)                   queue = deque()       visited = set()       distance =0             if start[x][y]equals goal[x][y]:           return 0,0,0       while queue:                     for dx,dy,d in DIRS:                             new_x,new_y = x+dx,y+dy                                           while (0",0.5,0-wrong algorithm,0-no meaningful rules,0-no ring tracking,0-no reconstruction,0-missing output,0,0,0,0,0
s3_7,function int smartCarTrade(list price)   int min = 100000   int index =1   for i in price[:-1]           for j in price[index:]               if(i>j)                   if(min>i-j)                       min=i-j           index+=1       return min,5,"1-This solution is correct in logic for minimum loss,uses a brute force approach ",0-Nested loops,2-Properly skips invalid cases by only using earlier higher prices.,2-Very clear and prints an integer.,,1,0,2,2,0
s3_10,"funtion findMinCostPath(n, m, edges, start, goal):     create adj list of size n     for each edge (u,v,w) in edges:     add(v,w) to adj[u-1]     add(u,w) to adj[v-1]     create dist array of size n , initialized to INF     set dist[start-1]=0     create priority queue to pq     push(0,start) into pq     while pq is not empty:         pop(d,u) from pq         if d is not equal to dist[u-1]:           continue         if u equals goal:           return d         for each neighbor (v,w) in adj[u]:           if dist[v-1]>dist[u-1]+weight:                 dist[v-1]=dist[u-1]+weight                 push (dist[v-1],v)into pq     return -1",8,"3 - Correct UCS/Dijkstra structure with min-heap, stale-entry check, and relaxation, but has indexing/variable mistakes (push(0,start) uses 1-based while later uses u-1, and for each (v,w) in adj[u] should be adj[u-1]","1 - Uses an adjacency list efficiently, but duplicate-edge minimum handling is not mentioned.",2 - Early goal return and returns -1 if unreachable; start==goal is handled implicitly if indices were consistent.,2- Overall flow is clear,,3,1,2,2,0
s3_11,"function min_hours_to_infect_all(n, m, grid):       define deque as queue       total = 0                   grid = [list(row) for row in grid]                   for i in range(n):           for j in range(m):               if grid[i][j] == 'Z':                   queue.append((i, j, 0))                elif grid[i][j] == 'H':                   total += 1          directions = [(-1,0), (1,0), (0,-1), (0,1)]       i= 0       max_time = 0          while queue is not empty :           x, y, time = queue.popleft()           for dx, dy in directions:               nx, ny = x + dx, y + dy                             if 0",4,2 - Multi source BFS clear,1 - Incomplete spread loop,1 - Has dirs bounds cut,0 - No edge cases or final check,0 - No return/output,2,1,1,0,0
s3_12,"function countIslands(grid):       function isSafe(grid, r, c, visited):           set row to len(grid)           set col to len(grid[0])           return (0",1,1 - Incomplete Answer,0,0,0,0,1,0,0,0,0
s3_3,"define function solve(N, M, grid, start_x, start_y, crystal_x, crystal_y):             get the movements from a point [(-1,0), (1,0), (0,-1), (0,1)]             create an empty set visited=set()       create an empty list pq=[]       push manhatten distance, start cost, start_x, start_y to the heap pq             while pq has elements:           heuristic, cost, x, y = pop from heap pq           if (x,y)==(crystal_x, crystal_y):               print the cost               return           if (x,y) in visited:               continue           add (x,y) to the set visited                     for each direction in directions:               calculate new position nx, ny = x+dx, y+dy               if 0",8,2 - Correctly identified,2 - With  minor issues,2,1,1 - Lacking charity,2,2,2,1,1
s3_1,FUNCTION rearrangeWorkshop(array)       FOR i from 0 to length of array           min index =i           FOR j from i to length of arr             if arr[min index]>arr[j]                 min index=j           IF min index equals i:             continue           ELSE:             swap i and min_index             swaps += 1,3,"1 - Overall logic has identified, answer is not completed, NOt checking for descending order",1 - O(n^2),0,1,,1,1,0,1,0
s3_7,FUNCTION smartPurchase:     Sort the array     FInd the diff between,3,"2-Mentions sorting, which is part of the correct approach.","1-Sorting suggests an efficient intent, but the rest is missing,",0-No mention of skipping invalid closest pairs where the year order is wrong.,0-Too incomplete to follow; no return/print.,,2,1,0,0,0
s3_8,"FUNCTION groceryShopping(integer m , array)       FOR i from 0 to length of array           FOR j from i+1 to length of array               IF array[i]+array[j] equals to m                     Return i+1 and j+1",5,"2 - Brute force pair checking, no complement map logic",0 - Nested loops so it is O(n squared),1 - Uses j = i+1 so indices are distinct but trips and duplicates are not handled,2 - Returns 1 based indices in ascending order,,2,0,1,2,0
s3_9,FUNCTION closestPairSum(list arr):       sorted = sorted(arr)       bottom = abs of sorted[0]       top =  abs of sorted[1]       FOR i from 1 to len(arr)-1         curr =  abs of arr[i]         next =  abs of arr[i+1]         dif =  abs diff of curr and next         sum = abs sum of curr and next                 IF diff < abs diff of top and bottom           top=next           bottom=curr         ELIF diff==abs diff of top and bottom and sum>abs sum of top and bottom           top = next           bottom = curr     return top+bottom,4,2-sorting but missing tie rule,1-minor inefficiency,0,1-understandable but unclear return format,,2,1,0,1,0
s3_12,"Function dfs (list grid, int row, int col, list visited)       visited[row][col] = True             for k in range(8):           new_row = row+rNbr[k]           new_Col = col+cNbr[k]             if block is safe:             dfs(grid, new_row, new_col, visited)          #Traversing the grid and counting the islands       lenRows = no of rows       lenCols = no of columns       count = 0       for each row in lenRows:           for each col in len Cols:               if block == ""L"" and block not visited:                   dfs(grid, row, col, visited)                   count+=1",6,"1 - DFS is used, but 8-direction connectivity is only implied",2 -DFS neighbor exploration is not clearly specified,1 - safety conditions are not explicitly defined,1 - diagonals and edge cases are not clearly ensured,1 - overall pseudocode intent is understandable,1,2,1,1,1
s3_13,Create an empty dictionary for the graph,1,0,1 - Attempt to graph  initialization,0,0,0,0,1,0,0,0
